x,y,label,time,motherx,mothery
22,10,1,1494,21,10
22,11,1,1405,21,11
22,12,1,1311,21,12
22,13,1,1221,21,13
22,14,1,1125,21,14
22,15,1,1033,21,15
22,16,1,963,21,16
22,17,1,1052,21,17
22,18,1,1144,21,18
22,19,1,1241,21,19
22,20,1,1340,21,20
22,21,1,1435,21,21
22,22,1,1521,21,22
22,23,1,1607,21,23
22,24,1,1687,21,24
22,25,1,1765,21,25
22,26,1,1840,21,26
22,27,1,1911,21,27
22,28,1,1978,21,28
22,29,1,2041,21,29
22,30,1,2100,21,30
22,31,1,2155,21,31
22,32,1,2200,21,32
22,33,1,2246,21,33
22,34,1,2290,22,33
22,35,1,2330,22,34
22,36,1,2366,22,35
22,37,1,2397,22,36
22,38,1,2424,22,37
22,39,1,2447,22,38
22,40,1,2466,22,39
22,41,1,2477,22,42
22,42,1,2461,22,43
22,43,1,2441,22,44
22,44,1,2417,22,45
22,45,1,2389,22,46
22,46,1,2357,22,47
22,47,1,2320,22,48
22,48,1,2279,22,49
22,49,1,2234,21,49
23,0,1,2238,22,0
23,1,1,2191,22,1
23,2,1,2139,22,2
23,3,1,2083,22,3
23,4,1,2023,22,4
23,5,1,1962,22,5
23,6,1,1894,22,6
23,7,1,1823,22,7
23,8,1,1747,22,8
23,9,1,1667,22,9
23,10,1,1583,22,10
23,11,1,1498,22,11
23,12,1,1408,22,12
23,13,1,1320,22,13
23,14,1,1222,22,14
23,15,1,1126,22,15
23,16,1,1053,22,16
23,17,1,1146,22,17
23,18,1,1242,22,18
23,19,1,1341,22,19
23,20,1,1436,22,20
23,21,1,1527,22,21
23,22,1,1609,22,22
23,23,1,1691,22,23
23,24,1,1767,22,24
23,25,1,1841,22,25
23,26,1,1912,22,26
23,27,1,1979,22,27
23,28,1,2042,22,28
23,29,1,2101,22,29
23,30,1,2156,22,30
23,31,1,2207,22,31
23,32,1,2248,22,32
23,33,1,2289,22,33
23,34,1,2329,23,33
23,35,1,2365,23,34
23,36,1,2396,23,35
23,37,1,2423,23,36
23,38,1,2446,23,37
23,39,1,2465,23,38
23,40,1,2480,23,39
23,41,1,2488,23,42
23,42,1,2476,23,43
23,43,1,2460,23,44
23,44,1,2440,23,45
23,45,1,2416,23,46
23,46,1,2387,23,47
23,47,1,2354,23,48
23,48,1,2318,23,49
23,49,1,2278,22,49
24,0,1,2283,23,0
24,1,1,2240,23,1
24,2,1,2192,23,2
24,3,1,2140,23,3
24,4,1,2084,23,4
24,5,1,2027,23,5
24,6,1,1963,23,6
24,7,1,1896,23,7
24,8,1,1824,23,8
24,9,1,1748,23,9
24,10,1,1668,23,10
24,11,1,1587,23,11
24,12,1,1501,23,12
24,13,1,1416,23,13
24,14,1,1321,23,14
24,15,1,1223,23,15
24,16,1,1147,23,16
24,17,1,1244,23,17
24,18,1,1342,23,18
24,19,1,1437,23,19
24,20,1,1528,23,20
24,21,1,1615,23,21
24,22,1,1693,23,22
24,23,1,1771,23,23
24,24,1,1843,23,24
24,25,1,1913,23,25
24,26,1,1980,23,26
24,27,1,2043,23,27
24,28,1,2102,23,28
24,29,1,2157,23,29
24,30,1,2208,23,30
24,31,1,2255,23,31
24,32,1,2292,23,32
24,33,1,2328,23,33
24,34,1,2364,24,33
24,35,1,2395,24,34
24,36,1,2422,24,35
24,37,1,2445,24,36
24,38,1,2464,24,37
24,39,1,2479,24,38
24,40,1,2490,24,39
24,41,1,2494,24,42
24,42,1,2486,24,43
24,43,1,2474,24,44
24,44,1,2458,24,45
24,45,1,2438,24,46
24,46,1,2414,24,47
24,47,1,2386,23,47
24,48,1,2355,23,48
24,49,1,2319,23,49
25,0,1,2324,24,0
25,1,1,2285,24,1
25,2,1,2241,24,2
25,3,1,2193,24,3
25,4,1,2141,24,4
25,5,1,2088,24,5
25,6,1,2028,24,6
25,7,1,1965,24,7
25,8,1,1897,24,8
25,9,1,1825,24,9
25,10,1,1749,24,10
25,11,1,1672,24,11
25,12,1,1590,24,12
25,13,1,1508,24,13
25,14,1,1417,24,14
25,15,1,1322,24,15
25,16,1,1245,24,16
25,17,1,1344,24,17
25,18,1,1438,24,18
25,19,1,1529,24,19
25,20,1,1616,24,20
25,21,1,1698,24,21
25,22,1,1773,24,22
25,23,1,1847,24,23
25,24,1,1915,24,24
25,25,1,1981,24,25
25,26,1,2044,24,26
25,27,1,2103,24,27
25,28,1,2158,24,28
25,29,1,2209,24,29
25,30,1,2256,24,30
25,31,1,2298,24,31
25,32,1,2332,24,32
25,33,1,2363,24,33
25,34,1,2394,25,33
25,35,1,2421,25,34
25,36,1,2444,25,35
25,37,1,2463,25,36
25,38,1,2478,25,37
25,39,1,2489,25,38
25,40,1,2496,25,39
25,41,1,2498,24,41
25,42,1,2495,24,42
25,43,1,2487,24,43
25,44,1,2475,24,44
25,45,1,2459,24,45
25,46,1,2439,24,46
25,47,1,2415,24,47
25,48,1,2388,24,48
25,49,1,2356,24,49
26,0,1,2308,27,0
26,1,1,2267,27,1
26,2,1,2222,27,2
26,3,1,2173,27,3
26,4,1,2120,27,4
26,5,1,2062,27,5
26,6,1,2000,27,6
26,7,1,1936,27,7
26,8,1,1866,27,8
26,9,1,1795,27,9
26,10,1,1718,27,10
26,11,1,1637,27,11
26,12,1,1552,27,12
26,13,1,1462,27,13
26,14,1,1369,27,14
26,15,1,1273,27,15
26,16,1,1199,27,16
26,17,1,1297,27,17
26,18,1,1393,27,18
26,19,1,1485,27,19
26,20,1,1573,27,20
26,21,1,1657,27,21
26,22,1,1737,27,22
26,23,1,1813,27,23
26,24,1,1885,27,24
26,25,1,1953,27,25
26,26,1,2017,27,26
26,27,1,2077,27,27
26,28,1,2133,27,28
26,29,1,2185,27,29
26,30,1,2233,27,30
26,31,1,2277,27,31
26,32,1,2317,27,32
26,33,1,2353,27,33
26,34,1,2385,27,34
26,35,1,2413,27,35
26,36,1,2437,27,36
26,37,1,2457,27,37
26,38,1,2473,27,38
26,39,1,2485,27,39
26,40,1,2493,27,40
26,41,1,2497,27,41
26,42,1,2492,27,42
26,43,1,2483,27,43
26,44,1,2470,27,44
26,45,1,2453,27,45
26,46,1,2432,27,46
26,47,1,2407,27,47
26,48,1,2378,27,48
26,49,1,2345,27,49
27,0,1,2266,28,0
27,1,1,2221,28,1
27,2,1,2172,28,2
27,3,1,2119,28,3
27,4,1,2061,28,4
27,5,1,1999,28,5
27,6,1,1933,28,6
27,7,1,1865,28,7
27,8,1,1791,28,8
27,9,1,1716,28,9
27,10,1,1636,28,10
27,11,1,1550,28,11
27,12,1,1461,28,12
27,13,1,1367,28,13
27,14,1,1270,28,14
27,15,1,1174,28,15
27,16,1,1103,28,16
27,17,1,1197,28,17
27,18,1,1296,28,18
27,19,1,1392,28,19
27,20,1,1484,28,20
27,21,1,1572,28,21
27,22,1,1656,28,22
27,23,1,1736,28,23
27,24,1,1812,28,24
27,25,1,1884,28,25
27,26,1,1952,28,26
27,27,1,2016,28,27
27,28,1,2076,28,28
27,29,1,2132,28,29
27,30,1,2184,28,30
27,31,1,2232,28,31
27,32,1,2276,28,32
27,33,1,2316,28,33
27,34,1,2352,28,34
27,35,1,2384,28,35
27,36,1,2412,28,36
27,37,1,2436,28,37
27,38,1,2456,28,38
27,39,1,2472,28,39
27,40,1,2484,28,40
27,41,1,2491,28,41
27,42,1,2482,28,42
27,43,1,2469,28,43
27,44,1,2452,28,44
27,45,1,2431,28,45
27,46,1,2406,28,46
27,47,1,2377,28,47
27,48,1,2344,28,48
27,49,1,2307,28,49
28,0,1,2220,29,0
28,1,1,2171,29,1
28,2,1,2118,29,2
28,3,1,2060,29,3
28,4,1,1998,29,4
28,5,1,1932,29,5
28,6,1,1862,29,6
28,7,1,1790,29,7
28,8,1,1712,29,8
28,9,1,1633,29,9
28,10,1,1549,29,10
28,11,1,1459,29,11
28,12,1,1366,29,12
28,13,1,1268,29,13
28,14,1,1171,29,14
28,15,1,1079,29,15
28,16,1,1011,29,16
28,17,1,1101,29,17
28,18,1,1196,29,18
28,19,1,1295,29,19
28,20,1,1391,29,20
28,21,1,1483,29,21
28,22,1,1571,29,22
28,23,1,1655,29,23
28,24,1,1735,29,24
28,25,1,1811,29,25
28,26,1,1883,29,26
28,27,1,1951,29,27
28,28,1,2015,29,28
28,29,1,2075,29,29
28,30,1,2131,29,30
28,31,1,2183,29,31
28,32,1,2231,29,32
28,33,1,2275,29,33
28,34,1,2315,29,34
28,35,1,2351,29,35
28,36,1,2383,29,36
28,37,1,2411,29,37
28,38,1,2435,29,38
28,39,1,2455,29,39
28,40,1,2471,29,40
28,41,1,2481,29,41
28,42,1,2468,29,42
28,43,1,2451,29,43
28,44,1,2430,29,44
28,45,1,2405,29,45
28,46,1,2376,29,46
28,47,1,2343,29,47
28,48,1,2306,29,48
28,49,1,2265,29,49
29,0,1,2170,30,0
29,1,1,2117,30,1
29,2,1,2059,30,2
29,3,1,1997,30,3
29,4,1,1931,30,4
29,5,1,1861,30,5
29,6,1,1787,30,6
29,7,1,1711,30,7
29,8,1,1629,30,8
29,9,1,1546,30,9
29,10,1,1458,30,10
29,11,1,1364,30,11
29,12,1,1267,30,12
29,13,1,1169,30,13
29,14,1,1076,30,14
29,15,1,988,30,15
29,16,1,923,30,16
29,17,1,1009,30,17
29,18,1,1100,30,18
29,19,1,1195,30,19
29,20,1,1294,30,20
29,21,1,1390,30,21
29,22,1,1482,30,22
29,23,1,1570,30,23
29,24,1,1654,30,24
29,25,1,1734,30,25
29,26,1,1810,30,26
29,27,1,1882,30,27
29,28,1,1950,30,28
29,29,1,2014,30,29
29,30,1,2074,30,30
29,31,1,2130,30,31
29,32,1,2182,30,32
29,33,1,2230,30,33
29,34,1,2274,30,34
29,35,1,2314,30,35
29,36,1,2350,30,36
29,37,1,2382,30,37
29,38,1,2410,30,38
29,39,1,2434,30,39
29,40,1,2454,30,40
29,41,1,2467,30,41
29,42,1,2450,30,42
29,43,1,2429,30,43
29,44,1,2404,30,44
29,45,1,2375,30,45
29,46,1,2342,30,46
29,47,1,2305,30,47
29,48,1,2264,30,48
29,49,1,2218,30,49
30,0,1,2116,31,0
30,1,1,2058,31,1
30,2,1,1996,31,2
30,3,1,1930,31,3
30,4,1,1860,31,4
30,5,1,1786,31,5
30,6,1,1708,31,6
30,7,1,1628,31,7
30,8,1,1542,31,8
30,9,1,1455,31,9
30,10,1,1363,31,10
30,11,1,1265,31,11
30,12,1,1168,31,12
30,13,1,1074,31,13
30,14,1,985,31,14
30,15,1,901,31,15
30,16,1,839,31,16
30,17,1,921,31,17
30,18,1,1008,31,18
30,19,1,1099,31,19
30,20,1,1194,31,20
30,21,1,1293,31,21
30,22,1,1388,31,22
30,23,1,1481,31,23
30,24,1,1569,31,24
30,25,1,1653,31,25
30,26,1,1733,31,26
30,27,1,1808,31,27
30,28,1,1881,31,28
30,29,1,1949,31,29
30,30,1,2013,31,30
30,31,1,2073,31,31
30,32,1,2129,31,32
30,33,1,2181,31,33
30,34,1,2229,31,34
30,35,1,2273,31,35
30,36,1,2313,31,36
30,37,1,2349,31,37
30,38,1,2381,31,38
30,39,1,2409,31,39
30,40,1,2433,31,40
30,41,1,2449,31,41
30,42,1,2428,31,42
30,43,1,2403,31,43
30,44,1,2374,31,44
30,45,1,2341,31,45
30,46,1,2304,31,46
30,47,1,2263,31,47
30,48,1,2217,31,48
30,49,1,2167,31,49
31,0,1,2057,32,0
31,1,1,1995,32,1
31,2,1,1929,32,2
31,3,1,1859,32,3
31,4,1,1785,32,4
31,5,1,1707,32,5
31,6,1,1625,32,6
31,7,1,1541,32,7
31,8,1,1451,32,8
31,9,1,1360,32,9
31,10,1,1264,32,10
31,11,1,1166,32,11
31,12,1,1073,32,12
31,13,1,983,32,13
31,14,1,898,32,14
31,15,1,818,32,15
31,16,1,759,32,16
31,17,1,837,32,17
31,18,1,920,32,18
31,19,1,1007,32,19
31,20,1,1098,32,20
31,21,1,1193,32,21
31,22,1,1290,32,22
31,23,1,1387,32,23
31,24,1,1480,32,24
31,25,1,1568,32,25
31,26,1,1652,32,26
31,27,1,1730,32,27
31,28,1,1807,32,28
31,29,1,1880,32,29
31,30,1,1948,32,30
31,31,1,2012,32,31
31,32,1,2072,32,32
31,33,1,2128,32,33
31,34,1,2180,32,34
31,35,1,2228,32,35
31,36,1,2272,32,36
31,37,1,2312,32,37
31,38,1,2348,32,38
31,39,1,2380,32,39
31,40,1,2408,32,40
31,41,1,2427,32,41
31,42,1,2402,32,42
31,43,1,2373,32,43
31,44,1,2340,32,44
31,45,1,2303,32,45
31,46,1,2262,32,46
31,47,1,2216,32,47
31,48,1,2166,32,48
31,49,1,2112,32,49
32,0,1,1994,33,0
32,1,1,1928,33,1
32,2,1,1858,33,2
32,3,1,1784,33,3
32,4,1,1706,33,4
32,5,1,1624,33,5
32,6,1,1538,33,6
32,7,1,1450,33,7
32,8,1,1356,33,8
32,9,1,1261,33,9
32,10,1,1165,33,10
32,11,1,1071,33,11
32,12,1,982,33,12
32,13,1,896,33,13
32,14,1,815,33,14
32,15,1,739,33,15
32,16,1,683,33,16
32,17,1,757,33,17
32,18,1,836,33,18
32,19,1,919,33,19
32,20,1,1006,33,20
32,21,1,1097,33,21
32,22,1,1190,33,22
32,23,1,1289,33,23
32,24,1,1386,33,24
32,25,1,1479,33,25
32,26,1,1567,33,26
32,27,1,1648,33,27
32,28,1,1729,33,28
32,29,1,1806,33,29
32,30,1,1879,33,30
32,31,1,1947,33,31
32,32,1,2011,33,32
32,33,1,2071,33,33
32,34,1,2127,33,34
32,35,1,2179,33,35
32,36,1,2227,33,36
32,37,1,2271,33,37
32,38,1,2311,33,38
32,39,1,2347,33,39
32,40,1,2379,33,40
32,41,1,2401,33,41
32,42,1,2372,33,42
32,43,1,2339,33,43
32,44,1,2302,33,44
32,45,1,2261,33,45
32,46,1,2215,33,46
32,47,1,2165,33,47
32,48,1,2111,33,48
32,49,1,2053,33,49
33,0,1,1927,34,0
33,1,1,1857,34,1
33,2,1,1783,34,2
33,3,1,1705,34,3
33,4,1,1623,34,4
33,5,1,1537,34,5
33,6,1,1447,34,6
33,7,1,1355,34,7
33,8,1,1257,34,8
33,9,1,1162,34,9
33,10,1,1070,34,10
33,11,1,980,34,11
33,12,1,895,34,12
33,13,1,813,34,13
33,14,1,736,34,14
33,15,1,664,34,15
33,16,1,611,34,16
33,17,1,681,34,17
33,18,1,756,34,18
33,19,1,835,34,19
33,20,1,918,34,20
33,21,1,1005,34,21
33,22,1,1094,34,22
33,23,1,1189,34,23
33,24,1,1288,34,24
33,25,1,1385,34,25
33,26,1,1477,34,26
33,27,1,1562,34,27
33,28,1,1647,34,28
33,29,1,1728,34,29
33,30,1,1805,34,30
33,31,1,1878,34,31
33,32,1,1946,34,32
33,33,1,2010,34,33
33,34,1,2070,34,34
33,35,1,2126,34,35
33,36,1,2178,34,36
33,37,1,2226,34,37
33,38,1,2270,34,38
33,39,1,2310,34,39
33,40,1,2346,34,40
33,41,1,2371,34,41
33,42,1,2338,34,42
33,43,1,2301,34,43
33,44,1,2259,34,44
33,45,1,2214,34,45
33,46,1,2164,34,46
33,47,1,2110,34,47
33,48,1,2052,34,48
33,49,1,1990,34,49
34,0,1,1856,35,0
34,1,1,1782,35,1
34,2,1,1704,35,2
34,3,1,1622,35,3
34,4,1,1536,35,4
34,5,1,1446,35,5
34,6,1,1352,35,6
34,7,1,1256,35,7
34,8,1,1158,35,8
34,9,1,1067,35,9
34,10,1,979,35,10
34,11,1,893,35,11
34,12,1,812,35,12
34,13,1,734,35,13
34,14,1,661,35,14
34,15,1,593,35,15
34,16,1,543,35,16
34,17,1,609,35,17
34,18,1,680,35,18
34,19,1,755,35,19
34,20,1,834,35,20
34,21,1,917,35,21
34,22,1,1002,35,22
34,23,1,1093,35,23
34,24,1,1188,35,24
34,25,1,1287,35,25
34,26,1,1383,35,26
34,27,1,1472,35,27
34,28,1,1561,35,28
34,29,1,1646,35,29
34,30,1,1727,35,30
34,31,1,1804,35,31
34,32,1,1877,35,32
34,33,1,1945,35,33
34,34,1,2009,35,34
34,35,1,2069,35,35
34,36,1,2125,35,36
34,37,1,2177,35,37
34,38,1,2225,35,38
34,39,1,2269,35,39
34,40,1,2309,35,40
34,41,1,2337,35,41
34,42,1,2300,35,42
34,43,1,2258,35,43
34,44,1,2212,35,44
34,45,1,2163,35,45
34,46,1,2109,35,46
34,47,1,2051,35,47
34,48,1,1989,35,48
34,49,1,1923,35,49
35,0,1,1781,36,0
35,1,1,1703,36,1
35,2,1,1621,36,2
35,3,1,1535,36,3
35,4,1,1445,36,4
35,5,1,1351,36,5
35,6,1,1253,36,6
35,7,1,1157,36,7
35,8,1,1063,36,8
35,9,1,976,36,9
35,10,1,892,36,10
35,11,1,810,36,11
35,12,1,733,36,12
35,13,1,659,36,13
35,14,1,590,36,14
35,15,1,526,36,15
35,16,1,479,36,16
35,17,1,541,36,17
35,18,1,608,36,18
35,19,1,679,36,19
35,20,1,754,36,20
35,21,1,833,36,21
35,22,1,914,36,22
35,23,1,1001,36,23
35,24,1,1092,36,24
35,25,1,1187,36,25
35,26,1,1285,36,26
35,27,1,1378,36,27
35,28,1,1471,36,28
35,29,1,1560,36,29
35,30,1,1645,36,30
35,31,1,1726,36,31
35,32,1,1803,36,32
35,33,1,1875,36,33
35,34,1,1944,36,34
35,35,1,2008,36,35
35,36,1,2068,36,36
35,37,1,2124,36,37
35,38,1,2176,36,38
35,39,1,2224,36,39
35,40,1,2268,36,40
35,41,1,2299,35,42
35,42,1,2257,35,43
35,43,1,2211,35,44
35,44,1,2161,36,44
35,45,1,2108,36,45
35,46,1,2050,36,46
35,47,1,1988,36,47
35,48,1,1922,36,48
35,49,1,1852,36,49
36,0,1,1702,37,0
36,1,1,1620,37,1
36,2,1,1534,37,2
36,3,1,1444,37,3
36,4,1,1350,37,4
36,5,1,1252,37,5
36,6,1,1154,37,6
36,7,1,1062,37,7
36,8,1,972,37,8
36,9,1,889,37,9
36,10,1,809,37,10
36,11,1,731,37,11
36,12,1,658,37,12
36,13,1,588,37,13
36,14,1,523,37,14
36,15,1,463,37,15
36,16,1,419,37,16
36,17,1,477,37,17
36,18,1,540,37,18
36,19,1,607,37,19
36,20,1,678,37,20
36,21,1,753,37,21
36,22,1,830,37,22
36,23,1,913,37,23
36,24,1,1000,37,24
36,25,1,1091,37,25
36,26,1,1185,37,26
36,27,1,1280,37,27
36,28,1,1377,37,28
36,29,1,1470,37,29
36,30,1,1559,37,30
36,31,1,1644,37,31
36,32,1,1725,37,32
36,33,1,1801,37,33
36,34,1,1874,37,34
36,35,1,1943,37,35
36,36,1,2007,37,36
36,37,1,2067,37,37
36,38,1,2123,37,38
36,39,1,2175,37,39
36,40,1,2223,37,40
36,41,1,2260,36,42
36,42,1,2213,36,43
36,43,1,2162,36,44
36,44,1,2107,36,45
36,45,1,2049,36,46
36,46,1,1987,36,47
36,47,1,1921,36,48
36,48,1,1851,36,49
36,49,1,1777,37,49
37,0,1,1619,38,0
37,1,1,1533,38,1
37,2,1,1443,38,2
37,3,1,1349,38,3
37,4,1,1251,38,4
37,5,1,1153,38,5
37,6,1,1059,38,6
37,7,1,971,38,7
37,8,1,885,38,8
37,9,1,806,38,9
37,10,1,730,38,10
37,11,1,656,38,11
37,12,1,587,38,12
37,13,1,521,38,13
37,14,1,460,38,14
37,15,1,404,38,15
37,16,1,363,38,16
37,17,1,417,38,17
37,18,1,476,38,18
37,19,1,539,38,19
37,20,1,606,38,20
37,21,1,677,38,21
37,22,1,750,38,22
37,23,1,829,38,23
37,24,1,912,38,24
37,25,1,999,38,25
37,26,1,1089,38,26
37,27,1,1180,38,27
37,28,1,1279,38,28
37,29,1,1376,38,29
37,30,1,1469,38,30
37,31,1,1558,38,31
37,32,1,1643,38,32
37,33,1,1723,38,33
37,34,1,1800,38,34
37,35,1,1873,38,35
37,36,1,1942,38,36
37,37,1,2006,38,37
37,38,1,2066,38,38
37,39,1,2122,38,39
37,40,1,2174,38,40
37,41,1,2219,37,42
37,42,1,2168,37,43
37,43,1,2113,37,44
37,44,1,2054,37,45
37,45,1,1991,37,46
37,46,1,1924,37,47
37,47,1,1853,37,48
37,48,1,1778,37,49
37,49,1,1699,38,49
38,0,1,1532,39,0
38,1,1,1442,39,1
38,2,1,1348,39,2
38,3,1,1250,39,3
38,4,1,1152,39,4
38,5,1,1058,39,5
38,6,1,968,39,6
38,7,1,884,39,7
38,8,1,802,39,8
38,9,1,727,39,9
38,10,1,655,39,10
38,11,1,585,39,11
38,12,1,520,39,12
38,13,1,458,39,13
38,14,1,401,39,14
38,15,1,349,39,15
38,16,1,311,39,16
38,17,1,361,39,17
38,18,1,416,39,18
38,19,1,475,39,19
38,20,1,538,39,20
38,21,1,605,39,21
38,22,1,674,39,22
38,23,1,749,39,23
38,24,1,828,39,24
38,25,1,911,39,25
38,26,1,997,39,26
38,27,1,1084,39,27
38,28,1,1179,39,28
38,29,1,1278,39,29
38,30,1,1375,39,30
38,31,1,1468,39,31
38,32,1,1557,39,32
38,33,1,1641,39,33
38,34,1,1722,39,34
38,35,1,1799,39,35
38,36,1,1872,39,36
38,37,1,1941,39,37
38,38,1,2005,39,38
38,39,1,2065,39,39
38,40,1,2121,39,40
38,41,1,2169,38,42
38,42,1,2114,38,43
38,43,1,2055,38,44
38,44,1,1992,38,45
38,45,1,1925,38,46
38,46,1,1854,38,47
38,47,1,1779,38,48
38,48,1,1700,38,49
38,49,1,1617,39,49
39,0,1,1441,39,1
39,1,1,1347,39,2
39,2,1,1249,39,3
39,3,1,1151,39,4
39,4,1,1057,39,5
39,5,1,967,39,6
39,6,1,881,40,6
39,7,1,801,40,7
39,8,1,723,40,8
39,9,1,652,40,9
39,10,1,584,40,10
39,11,1,518,40,11
39,12,1,457,40,12
39,13,1,399,40,13
39,14,1,346,40,14
39,15,1,298,40,15
39,16,1,263,40,16
39,17,1,309,40,17
39,18,1,360,40,18
39,19,1,415,40,19
39,20,1,474,40,20
39,21,1,537,40,21
39,22,1,602,40,22
39,23,1,673,40,23
39,24,1,748,40,24
39,25,1,827,40,25
39,26,1,909,40,26
39,27,1,992,40,27
39,28,1,1083,40,28
39,29,1,1178,40,29
39,30,1,1277,40,30
39,31,1,1374,40,31
39,32,1,1467,40,32
39,33,1,1555,40,33
39,34,1,1640,40,34
39,35,1,1721,40,35
39,36,1,1798,40,36
39,37,1,1871,40,37
39,38,1,1940,40,38
39,39,1,2003,40,39
39,40,1,2064,39,39
39,41,1,2115,39,42
39,42,1,2056,39,43
39,43,1,1993,39,44
39,44,1,1926,39,45
39,45,1,1855,39,46
39,46,1,1780,39,47
39,47,1,1701,39,48
39,48,1,1618,39,49
39,49,1,1531,39,0
40,0,1,1353,40,1
40,1,1,1254,40,2
40,2,1,1155,40,3
40,3,1,1060,40,4
40,4,1,969,40,5
40,5,1,882,40,6
40,6,1,799,41,6
40,7,1,722,41,7
40,8,1,648,41,8
40,9,1,581,41,9
40,10,1,517,41,10
40,11,1,455,41,11
40,12,1,398,41,12
40,13,1,344,41,13
40,14,1,295,41,14
40,15,1,251,41,15
40,16,1,219,41,16
40,17,1,261,41,17
40,18,1,308,41,18
40,19,1,359,41,19
40,20,1,414,41,20
40,21,1,473,41,21
40,22,1,534,41,22
40,23,1,601,41,23
40,24,1,672,41,24
40,25,1,747,41,25
40,26,1,825,41,26
40,27,1,904,41,27
40,28,1,991,41,28
40,29,1,1082,41,29
40,30,1,1177,41,30
40,31,1,1276,41,31
40,32,1,1373,41,32
40,33,1,1465,41,33
40,34,1,1554,41,34
40,35,1,1639,41,35
40,36,1,1720,41,36
40,37,1,1797,41,37
40,38,1,1870,41,38
40,39,1,1938,41,39
40,40,1,2004,40,39
40,41,1,2063,40,42
40,42,1,2001,40,43
40,43,1,1934,40,44
40,44,1,1863,40,45
40,45,1,1788,40,46
40,46,1,1709,40,47
40,47,1,1626,40,48
40,48,1,1539,40,49
40,49,1,1448,40,0
41,0,1,1255,41,1
41,1,1,1156,41,2
41,2,1,1061,41,3
41,3,1,970,41,4
41,4,1,883,41,5
41,5,1,800,41,6
41,6,1,721,41,7
41,7,1,647,41,8
41,8,1,577,42,8
41,9,1,514,42,9
41,10,1,454,42,10
41,11,1,396,42,11
41,12,1,343,42,12
41,13,1,293,42,13
41,14,1,248,42,14
41,15,1,208,42,15
41,16,1,179,42,16
41,17,1,217,42,17
41,18,1,260,42,18
41,19,1,307,42,19
41,20,1,358,42,20
41,21,1,413,42,21
41,22,1,470,42,22
41,23,1,533,42,23
41,24,1,600,42,24
41,25,1,671,42,25
41,26,1,745,42,26
41,27,1,820,42,27
41,28,1,903,42,28
41,29,1,990,42,29
41,30,1,1081,42,30
41,31,1,1176,42,31
41,32,1,1275,42,32
41,33,1,1371,42,33
41,34,1,1464,41,33
41,35,1,1553,41,34
41,36,1,1638,41,35
41,37,1,1719,41,36
41,38,1,1796,41,37
41,39,1,1869,41,38
41,40,1,1939,41,39
41,41,1,2002,41,42
41,42,1,1935,41,43
41,43,1,1864,41,44
41,44,1,1789,41,45
41,45,1,1710,41,46
41,46,1,1627,41,47
41,47,1,1540,41,48
41,48,1,1449,41,49
41,49,1,1354,41,0
42,0,1,1159,42,1
42,1,1,1064,42,2
42,2,1,973,42,3
42,3,1,886,42,4
42,4,1,803,42,5
42,5,1,724,42,6
42,6,1,649,42,7
42,7,1,578,42,8
42,8,1,511,43,8
42,9,1,451,43,9
42,10,1,395,43,10
42,11,1,341,43,11
42,12,1,292,43,12
42,13,1,246,43,13
42,14,1,205,43,14
42,15,1,169,43,15
42,16,1,143,43,16
42,17,1,177,43,17
42,18,1,216,43,18
42,19,1,259,43,19
42,20,1,306,43,20
42,21,1,357,43,21
42,22,1,410,43,22
42,23,1,469,43,23
42,24,1,532,43,24
42,25,1,599,43,25
42,26,1,669,43,26
42,27,1,740,43,27
42,28,1,819,42,27
42,29,1,902,42,28
42,30,1,989,42,29
42,31,1,1080,42,30
42,32,1,1175,42,31
42,33,1,1274,42,32
42,34,1,1372,42,33
42,35,1,1466,42,34
42,36,1,1556,42,35
42,37,1,1642,42,36
42,38,1,1724,42,37
42,39,1,1802,42,38
42,40,1,1876,42,39
42,41,1,1937,42,42
42,42,1,1867,42,43
42,43,1,1792,42,44
42,44,1,1713,42,45
42,45,1,1630,42,46
42,46,1,1543,42,47
42,47,1,1452,42,48
42,48,1,1357,42,49
42,49,1,1258,42,0
43,0,1,1065,43,1
43,1,1,974,43,2
43,2,1,887,43,3
43,3,1,804,43,4
43,4,1,725,43,5
43,5,1,650,43,6
43,6,1,579,43,7
43,7,1,512,43,8
43,8,1,449,44,8
43,9,1,392,44,9
43,10,1,340,44,10
43,11,1,290,44,11
43,12,1,245,44,12
43,13,1,203,44,13
43,14,1,166,44,14
43,15,1,134,44,15
43,16,1,111,44,16
43,17,1,141,44,17
43,18,1,176,44,18
43,19,1,215,44,19
43,20,1,258,44,20
43,21,1,305,44,21
43,22,1,354,44,22
43,23,1,409,44,23
43,24,1,468,44,24
43,25,1,531,44,25
43,26,1,597,44,26
43,27,1,665,44,27
43,28,1,741,43,27
43,29,1,821,43,28
43,30,1,905,43,29
43,31,1,993,43,30
43,32,1,1085,43,31
43,33,1,1181,43,32
43,34,1,1281,43,33
43,35,1,1379,43,34
43,36,1,1473,43,35
43,37,1,1563,43,36
43,38,1,1649,43,37
43,39,1,1731,43,38
43,40,1,1809,43,39
43,41,1,1868,43,42
43,42,1,1793,43,43
43,43,1,1714,43,44
43,44,1,1631,43,45
43,45,1,1544,43,46
43,46,1,1453,43,47
43,47,1,1358,43,48
43,48,1,1259,43,49
43,49,1,1160,43,0
44,0,1,975,44,1
44,1,1,888,44,2
44,2,1,805,44,3
44,3,1,726,44,4
44,4,1,651,44,5
