x,y,label,time,motherx,mothery
44,5,1,580,44,6
44,6,1,513,44,7
44,7,1,450,44,8
44,8,1,391,44,9
44,9,1,337,45,9
44,10,1,289,45,10
44,11,1,243,45,11
44,12,1,202,45,12
44,13,1,164,45,13
44,14,1,131,45,14
44,15,1,103,45,15
44,16,1,83,45,16
44,17,1,109,45,17
44,18,1,140,45,18
44,19,1,175,45,19
44,20,1,214,45,20
44,21,1,257,45,21
44,22,1,302,45,22
44,23,1,353,45,23
44,24,1,408,45,24
44,25,1,467,45,25
44,26,1,529,45,26
44,27,1,594,45,27
44,28,1,666,44,27
44,29,1,742,44,28
44,30,1,822,44,29
44,31,1,906,44,30
44,32,1,994,44,31
44,33,1,1086,44,32
44,34,1,1182,44,33
44,35,1,1282,44,34
44,36,1,1380,44,35
44,37,1,1474,44,36
44,38,1,1564,44,37
44,39,1,1650,44,38
44,40,1,1732,44,39
44,41,1,1794,44,42
44,42,1,1715,44,43
44,43,1,1632,44,44
44,44,1,1545,44,45
44,45,1,1454,44,46
44,46,1,1359,44,47
44,47,1,1260,44,48
44,48,1,1161,44,49
44,49,1,1066,44,0
45,0,1,890,45,1
45,1,1,807,45,2
45,2,1,728,45,3
45,3,1,653,45,4
45,4,1,582,45,5
45,5,1,515,45,6
45,6,1,452,45,7
45,7,1,393,45,8
45,8,1,338,45,9
45,9,1,287,46,9
45,10,1,242,46,10
45,11,1,200,46,11
45,12,1,163,46,12
45,13,1,129,46,13
45,14,1,100,46,14
45,15,1,76,46,15
45,16,1,59,46,16
45,17,1,81,46,17
45,18,1,108,46,18
45,19,1,139,46,19
45,20,1,174,46,20
45,21,1,213,46,21
45,22,1,254,46,22
45,23,1,301,46,23
45,24,1,352,46,24
45,25,1,407,46,25
45,26,1,465,46,26
45,27,1,527,46,27
45,28,1,595,45,27
45,29,1,667,45,28
45,30,1,743,45,29
45,31,1,823,45,30
45,32,1,907,45,31
45,33,1,995,45,32
45,34,1,1087,45,33
45,35,1,1183,45,34
45,36,1,1283,45,35
45,37,1,1381,45,36
45,38,1,1475,45,37
45,39,1,1565,45,38
45,40,1,1651,45,39
45,41,1,1717,45,42
45,42,1,1634,45,43
45,43,1,1547,45,44
45,44,1,1456,45,45
45,45,1,1361,45,46
45,46,1,1262,45,47
45,47,1,1163,45,48
45,48,1,1068,45,49
45,49,1,977,45,0
46,0,1,808,46,1
46,1,1,729,46,2
46,2,1,654,46,3
46,3,1,583,46,4
46,4,1,516,46,5
46,5,1,453,46,6
46,6,1,394,46,7
46,7,1,339,46,8
46,8,1,288,46,9
46,9,1,241,46,10
46,10,1,199,46,11
46,11,1,161,47,11
46,12,1,128,47,12
46,13,1,98,47,13
46,14,1,73,47,14
46,15,1,53,47,15
46,16,1,39,47,16
46,17,1,57,47,17
46,18,1,80,47,18
46,19,1,107,47,19
46,20,1,138,47,20
46,21,1,173,47,21
46,22,1,210,47,22
46,23,1,253,47,23
46,24,1,300,47,24
46,25,1,351,47,25
46,26,1,405,47,26
46,27,1,464,46,26
46,28,1,528,46,27
46,29,1,596,46,28
46,30,1,668,46,29
46,31,1,744,46,30
46,32,1,824,46,31
46,33,1,908,46,32
46,34,1,996,46,33
46,35,1,1088,46,34
46,36,1,1184,46,35
46,37,1,1284,46,36
46,38,1,1382,46,37
46,39,1,1476,46,38
46,40,1,1566,46,39
46,41,1,1635,46,42
46,42,1,1548,46,43
46,43,1,1457,46,44
46,44,1,1362,46,45
46,45,1,1263,46,46
46,46,1,1164,46,47
46,47,1,1069,46,48
46,48,1,978,46,49
46,49,1,891,46,0
47,0,1,732,47,1
47,1,1,657,47,2
47,2,1,586,47,3
47,3,1,519,47,4
47,4,1,456,47,5
47,5,1,397,47,6
47,6,1,342,47,7
47,7,1,291,47,8
47,8,1,244,47,9
47,9,1,201,47,10
47,10,1,162,47,11
47,11,1,127,47,12
47,12,1,97,47,13
47,13,1,71,48,13
47,14,1,50,48,14
47,15,1,34,48,15
47,16,1,23,48,16
47,17,1,37,48,17
47,18,1,56,48,18
47,19,1,79,48,19
47,20,1,106,48,20
47,21,1,137,48,21
47,22,1,170,48,22
47,23,1,209,47,22
47,24,1,252,47,23
47,25,1,299,47,24
47,26,1,350,47,25
47,27,1,406,47,26
47,28,1,466,47,27
47,29,1,530,47,28
47,30,1,598,47,29
47,31,1,670,47,30
47,32,1,746,47,31
47,33,1,826,47,32
47,34,1,910,47,33
47,35,1,998,47,34
47,36,1,1090,47,35
47,37,1,1186,47,36
47,38,1,1286,47,37
47,39,1,1384,47,38
47,40,1,1478,47,39
47,41,1,1551,47,42
47,42,1,1460,47,43
47,43,1,1365,47,44
47,44,1,1266,47,45
47,45,1,1167,47,46
47,46,1,1072,47,47
47,47,1,981,47,48
47,48,1,894,47,49
47,49,1,811,47,0
48,0,1,660,48,1
48,1,1,589,48,2
48,2,1,522,48,3
48,3,1,459,48,4
48,4,1,400,48,5
48,5,1,345,48,6
48,6,1,294,48,7
48,7,1,247,48,8
48,8,1,204,48,9
48,9,1,165,48,10
48,10,1,130,48,11
48,11,1,99,48,12
48,12,1,72,48,13
48,13,1,49,48,14
48,14,1,31,49,14
48,15,1,19,49,15
48,16,1,11,49,16
48,17,1,21,49,17
48,18,1,36,49,18
48,19,1,55,49,19
48,20,1,78,49,20
48,21,1,105,49,21
48,22,1,135,49,22
48,23,1,171,48,22
48,24,1,211,48,23
48,25,1,255,48,24
48,26,1,303,48,25
48,27,1,355,48,26
48,28,1,411,48,27
48,29,1,471,48,28
48,30,1,535,48,29
48,31,1,603,48,30
48,32,1,675,48,31
48,33,1,751,48,32
48,34,1,831,48,33
48,35,1,915,48,34
48,36,1,1003,48,35
48,37,1,1095,48,36
48,38,1,1191,48,37
48,39,1,1291,48,38
48,40,1,1389,48,39
48,41,1,1463,48,42
48,42,1,1368,48,43
48,43,1,1269,48,44
48,44,1,1170,48,45
48,45,1,1075,48,46
48,46,1,984,48,47
48,47,1,897,48,48
48,48,1,814,48,49
48,49,1,735,48,0
49,0,1,591,49,1
49,1,1,524,49,2
49,2,1,461,49,3
49,3,1,402,49,4
49,4,1,347,49,5
49,5,1,296,49,6
49,6,1,249,49,7
49,7,1,206,49,8
49,8,1,167,49,9
49,9,1,132,49,10
49,10,1,101,49,11
49,11,1,74,49,12
49,12,1,51,49,13
49,13,1,32,49,14
49,14,1,17,0,14
49,15,1,8,0,15
49,16,1,3,0,16
49,17,1,9,0,17
49,18,1,20,49,17
49,19,1,35,49,18
49,20,1,54,49,19
49,21,1,77,49,20
49,22,1,104,49,21
49,23,1,136,49,22
49,24,1,172,49,23
49,25,1,212,49,24
49,26,1,256,49,25
49,27,1,304,49,26
49,28,1,356,49,27
49,29,1,412,49,28
49,30,1,472,49,29
49,31,1,536,49,30
49,32,1,604,49,31
49,33,1,676,49,32
49,34,1,752,49,33
49,35,1,832,49,34
49,36,1,916,49,35
49,37,1,1004,49,36
49,38,1,1096,49,37
49,39,1,1192,49,38
49,40,1,1292,49,39
49,41,1,1370,49,42
49,42,1,1271,49,43
49,43,1,1172,49,44
49,44,1,1077,49,45
49,45,1,986,49,46
49,46,1,899,49,47
49,47,1,816,49,48
49,48,1,737,49,49
49,49,1,662,49,0
